Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P812,45405,Sophie Paternoster,Magasin,Marchandises magasin,Venir chercher le bon de commande au bureau du service étrangers et aller chercher les 2 armoires à chaussures à Weba pour les installer à la rue Charles Dupuis 114/1,45405,2,2,Vincent,,
T_P814,45405,Sophie Paternoster,Magasin,Entretien général,"Déposer assise Roseraie pour devis chez Mahieu Sablage Peinture à 7110 Strépy-Bracquegnies rue Arthur Virendeel, 12 (dans le zoning de Strépy) - heures d'ouverture 8h-17h",45405,1,1,Vincent,,
T_P815,45405,Sophie Paternoster,CPAS,Entretien général,Aller voir Stéphanie pour le problème des canalisations bouchées à la rue C. Dupuis (lui expliquer la situation),45405,0.5,1,Vincent,,
T_P818,45411,Sophie Paternoster,Roseraie,Electricité,Roseraie 39 : luminaire chambre problème (relais?) - aller voir sur place URGENT,45411,1,1,Ouvriers_ADV,,
T_P820,45412,Sophie Paternoster,Magasin,Marchandises magasin,Commande Rexel faite par Ronald (prises et fiches) prête à aller chercher en magasin,45412,1,1,Ouvriers_ADV,,
T_P824,45420,Sophie Paternoster,CPAS,Entretien général,Distributeur de papiers au WC Hommes du 2ème est tombé du mur (avec clé coincée dedans) + distributeur de savon WC femmes du 2ème (piles à remplacer),45420,1,2,Vincent,,
T_P826,45427,Sophie Paternoster,Roseraie,Chauffage,"Bon Dieu 20 (Gilbert Josette) - SBA chauffage a fait l'entretien de la chaudière et apparemment, le thermostat ne fonctionne plus. Aller voir et faire un retour pour voir si SBA doit intervenir. Merci",45427,1,1,Vincent,,
T_P829,45435,Sophie Paternoster,CPAS,Entretien général,"Cave Rue jules Destrée : ranger, nettoyer. Des armoires sont présentes pour le rangement (à monter) - voir Hélène",45435,7,2,Vincent,,
T_P832,45440,Sophie Paternoster,Roseraie,Chauffage,Roseraie 22 : l'entreprise Bouvé a fait l'entretien de la chaudière et signale qu'il faut remplacer la V3V et le moteur. Aller voir si le problème nécessiste une intervention urgente ou bien si on peut attendre le remplacement de la chaudière (octobre 2024). Vérifier si l'eau et le chauffage fonctionne quand même. Merci,45440,1,2,Vincent,,
T_P834,45441,Sophie Paternoster,Magasin,Marchandises magasin,Retrait commande Ikea au Click and Collect (BC 480) et donner à Alexandre (ILA),45441,1,2,Vincent,,
T_P841,45453,Sophie Paternoster,Roseraie,Electricité,Roseraie 21 : dysfonctionnement taque électrique (les plombs sautent). Tél à Mme Maréchal (aide familiale de Mme Théâtre) : 0477/95.16.30,45453,1,1,Vincent,,
T_P843,45453,Sophie Paternoster,CPAS,Entretien général,"La porte d'entrée ne se ferme presque plus. Voir quel est le problème. Si besoin d'un travail électricité, voir avec Ronald",45453,1,2,Vincent,,
T_P842,45453,Sophie Paternoster,CPAS,Entretien général,Descendre la chaise de bureau (bureau Sophie marchés publics),45453,1,1,Vincent,,
T_P845,45460,Sophie Paternoster,CPAS,Entretien général,Fixer deux rangements muraux dans le bureau d'Hélène,45460,1,1,Vincent,,
T_P846,45460,Sophie Paternoster,CPAS,Entretien général,Aller voir Stéphanie pour faire état d'avancement des travaux dans les ILA (travaux urgents car remarques Fedasil) - aller la voir ce mercredi 19 juin si possible,45462,1,1,Vincent,,
T_P853,45467,Sophie Paternoster,Roseraie,Jardin / extérieur,Intervention de Sicli pour la garniture de la borne de la Roseraie le 1er juillet. Le technicien va appeler avant,45467,1,1,Vincent,,
T_P852,45467,Sophie Paternoster,CPAS,Entretien général,Intervention de All Access Services pour porte automatique entre 8h et 15h30,45475,1,1,Vincent,,
T_P870,45477,Sophie Paternoster,CPAS,Entretien général,Monter les 11 ventilateurs qui sont à l'accueil (voir Maxime) chez Stéphanie Debeil qui va dispatcher,45477,1,2,Vincent,,
T_P863,45474,Sophie Paternoster,Magasin,Parc voitures,RV pour le taxi social à 8h30 chez VW à Cuesmes - Aller chercher le chauffeur qui aura déposé la voiture sur place,45478,1,1,Vincent,,
T_P879,45485,Sophie Paternoster,Magasin,Marchandises magasin,Aller chercher le destructeur de documents chez Bureau Vallée à Mons (voir Bon de commande chez Sophie),45485,1,1,Vincent,,
T_P878,45485,Sophie Paternoster,Roseraie,Chauffage,"Roseraie 27 : SBA Chauffage est venu remplacer le ventilateur de la chaudière mais a constaté que le moteur de la V3V a été enlevé. Mme a de l'eau chaude mais sans le moteur, elle n'aura pas de chauffage. Aller voir pour remettre le moteur",45485,1,2,Vincent,,
T_P884,45491,Sophie Paternoster,CPAS,Sanitaire,Thomas a constaté ce mercredi que les toilettes des dames étaient bouchées au 2ème étage. Laura a vérifié ce jeudi mais elles n'ont pas l'air bouchées. Peux-tu aller vérifier? Merci,45491,1,1,Vincent,,
T_P887,45502,Sophie Paternoster,CPAS,Entretien général,Monter (construire) le ventilateur dans le bureau du Président (voir boîte près du bureau),45502,0.5,1,Vincent,,
T_P897,45531,Sophie Paternoster,CPAS,Entretien général,Transporter les packs d'eau qui se trouvent à l'entrée personnel jusque la cuisine ,45531,1,2,Vincent,,
T_P898,45532,Sophie Paternoster,Magasin,Entretien général,Aller chercher 3 bacs au magasin pour les porter chez Véro (pour rentrer le bois). Voir avec Véro où ils doivent être déposés,45532,2,2,Vincent,,
T_P913,45559,Sophie Paternoster,CPAS,Electricité,Remplacer le néon qui clignote dans le bureau de la Directrice générale,45559,1,1,Vincent,,
T_P915,45560,Sophie Paternoster,Magasin,Marchandises magasin,"Ce lundi 30 septembre, se rendre chez Electro Dépôt chercher une cuisinière, un micro-ondes et un réfrigérateur (bon de commande chez Maxime Liberda ou Alexandre)",45565,2,1,Vincent,,
T_P914,45560,Sophie Paternoster,ILA,Entretien général,"Mardi 1er octobre à 9h - se rendre à la rue Courbelette n° 11 à Quaregnon pour dévisser une boîte à clé (prendre foreuse/dévisseuse) et ensuite, réinstaller la boîte à clé au logement de transit rue de Pâturages 34 (Maxime Liberda sera présent) - voir avec Jade Marella Si question",45566,1,2,Vincent,,
T_P918,45568,Sophie Paternoster,CPAS,Sanitaire,Toilettes bouchées au 1er étage du CPAS,45568,1,1,Vincent,,
T_P920,45569,Sophie Paternoster,Roseraie,Entretien général,"Chemin du Bon Dieu 28 :  vitre cassée. Le remplacement par la miroiterie montoise prend plus de temps que prévu. Voir pour aller réajuster la planche pour qu'elle s'emboîte mieux et ainsi éviter le passage de l'air frais. Aller sur place avec une scie sauteuse + mettre un tape tout autour pour ""isoler"". Voir Jan Callemeyn pour plus d'infos si besoin",45569,2,2,Vincent,,
T_P916,45566,Sophie Paternoster,ILA,Entretien général,"Le 7 octobre 2024, aller à la Rue Jean Menin pour aider Maxime Liberda à réceptionner la livraison de meubles et le montage de ceux-ci. Voir Maxime si besoin",45572,4,2,Vincent,,
T_P924,45572,Sophie Paternoster,ILA,Electricité,"Ce jeudi 10 octobre, se rendre à 10h chez Ikea chercher la commande de matelas et de luminaires (les bons de commande sont sur le bureau de Maxime Liberda) et les emmener à la Rue J. Menin. Puis installer les luminaires (prendre les clés ou voir avec Maxime s'il est sur place)",45572,3,2,Vincent,,
T_P925,45572,Sophie Paternoster,CPAS,Entretien général,Remplacer tubes qui clignotent dans le bureau GRH au 2ème,45572,1,2,Vincent,,
T_P931,45583,Sophie Paternoster,Roseraie,Sanitaire,Roseraie 18 :  vérifier si le robinet de la sdb n'est pas à remplacer (présence de calcaire?),45583,,2,Vincent,,
T_P926,45575,Sophie Paternoster,Magasin,Entretien général,21/10 : Lebrun vient faire l'entretien de l'armoire frigorifique au magasin social. J'ai demandé à ce qu'il te contacte 1/2h avant afin que tu puisses te rendre au magasin ,45586,2,1,Vincent,,
T_P932,45586,Sophie Paternoster,Roseraie,Jardin / extérieur,"SBAChauffage a constaté que plusieurs ""armoires"" qui contiennent les compteurs gaz muraux ORES ne ferment plus (fermeture endommagée). Faire le tour de tous les compteurs et me faire part des adresses pour demander à Ores d'intervenir pour qu'on puisse les refermer à nouveau",45587,3,2,Vincent,,
T_P934,45587,Sophie Paternoster,CPAS,Entretien général,All Access vient pour réaliser la soudure de la pièce le 29/10. J'ai demandé à ce qu'il t'appelle avant de venir,45594,1,1,Vincent,,
T_P938,45596,Sophie Paternoster,Roseraie,Electricité,"Taques à remplacer à la Roseraie (livraison Electro Dépôt du 4/11/2024 à la maison de repos) :
- Roseraie 13 (récupérer l'ancienne taque pour la mettre au n° 21)
- Roseraie 14
- Roseraie 15
- Roseraie 22
La 5ème taque livrée est pour le stock",45596,7,2,Ouvriers_ADV,,
T_P937,45596,Sophie Paternoster,Magasin,Sanitaire,Magasin social : installer le chauffe-eau,45596,2,2,Ouvriers_ADV,,
T_P947,45602,Sophie Paternoster,CPAS,Entretien général,Roseraie 24 :  Jan a constaté que la peinture au niveau de la porte coulissante s'écaille.,45602,1,1,Vincent,,
T_P946,45602,Sophie Paternoster,Roseraie,Entretien général,Chemin du Bon Dieu 28 : déposer la farde de SBA Chauffage dans le logement (la farde se trouve dans mon bureau). Quand tu as le temps. Merci,45602,1,1,Vincent,,
T_P951,45604,Sophie Paternoster,Roseraie,Sanitaire,Roseraie 16 : Remplacement mitigeur lavabo,45604,,1,Vincent,,
T_P952,45604,Sophie Paternoster,Roseraie,Sanitaire,Roseraie 34 : remplacement siphon lavabo,45604,,,Vincent,,
T_P963,45617,Sophie Paternoster,CPAS,Entretien général,"Vider l'étagère du bureau d'Alexandre Herraiz et la démonter pour aller la placer à la maison des Associations (voir Paola, Charlotte ou Elodie pour l'emplacement exact) + Installer dans le bureau d'Alexandre l'étagère noire qui se trouve dans le couloir du 1er étage.",45617,4,2,Vincent,,
T_P964,45621,Sophie Paternoster,Roseraie,Chauffage,Roseraie n° 2 et n° 9 : aller purger les radiateurs,45621,,2,Vincent,,
T_P969,45624,Sophie Paternoster,Roseraie,Entretien général,Roseraie 3 : Mme Demoustiez signale que son détecteur de fumée sonne en continu. Elle a changé la pile mais il continue à sonner,45624,1,1,Vincent,,
T_P967,45623,Sophie Paternoster,Roseraie,Marchandises magasin,"Lundi 2 décembre vers 8h : aller chercher les assises de la Roseraie chez Mahieu Sablage (rue A. Vierendeel, 12 - Strépy Bracquegnies)",45628,2,2,Vincent,,
T_P971,45629,Sophie Paternoster,Roseraie,Electricité,Roseraie 7 : éclairage de l'entrée ne fonctionne pas bien,45629,1,1,Vincent,,
T_P949,45603,Sophie Paternoster,Roseraie,Chauffage,le lundi 9 décembre à 9h : RV avec SBA Chauffage à la Roseraie pour mini formation sur les nouvelles chaudières et thermostats. Adresse : Roseraie 2,45635,2,1,Vincent,,Ouvriers_ADV
T_P983,45643,Sophie Paternoster,Roseraie,Electricité,"Installer les deux taques ""à boutons"" quand elles auront été livrées par Electro Dépôt à la Roseraie 21 et au Bon Dieu 28",45643,2,1,Ouvriers_ADV,,
T_P996,45646,Sophie Paternoster,Roseraie,Entretien général,"Bon Dieu 24 : quand tu y passes, merci de bien vouloir déposer la farde du chauffagiste qui est sur mon bureau (Sophie). Merci",45646,1,1,Vincent,,
T_P1006,45665,Sophie Paternoster,Roseraie,Chauffage,Roseraie 7 :  il y a une perte d'eau (très légère : goutte à goutte) au niveau de la chaufferie. Madame a mis un seau en attendant.,45665,1,1,Vincent,,
T_P1016,45674,Sophie Paternoster,CPAS,Entretien général,Le 24/01/2025 à 8h : Entretien par Vanlofeld,45674,,1,Vincent,,
T_P984,45643,Sophie Paternoster,CPAS,Entretien général,"Le 17/01/2025 à 8h, Vanlofeld vient faire la maintenance de la détection Incendie",45674,1,1,Vincent,,
T_P1030,45695,Sophie Paternoster,Roseraie,Entretien général,"Roseraie 8 et 12 : créer une circulation d'air dans le grenier. Retirer la grille d'évacuation dans le WC, remplacer par un extracteur et poser le tuyau d'évacuation présent dans le grenier sur l'isolation (voir Jan pour explication)",45695,,2,Ouvriers_ADV,,
T_P1029,45695,Sophie Paternoster,Roseraie,Entretien général,Roseraie locaux chaufferie : Aller voir dans toutes la maisons de la Roseraie si le grilles d'évacuation ne sont pas bouchées par l'isolation ainsi que celles qui donnent dans les vides ventilés (voir Jan pour explication),45695,,2,Vincent,,
T_P1037,45700,Sophie Paternoster,CPAS,Marchandises magasin,Une commande est à retirer à l'accueil du magasin Médiamarkt à Jemappes (Ipad). Voir BC 075 envoyé par mail. La commande est à déposer dans le bureau de Sophie au CPAS.,45700,1,1,Vincent,,
T_P1040,45705,Sophie Paternoster,CPAS,Entretien général,Faire un inventaire du matériel qui a été livré pendant ton absence et qui stocké et vérifier qu'il a bien été sécurisé,45705,,,Vincent,,
T_P1031,45698,Sophie Paternoster,CPAS,Entretien général,Monter (assembler) dans le bureau du Président.,45705,2,2,Vincent,,
T_P1052,45713,Sophie Paternoster,Roseraie,Electricité,Ronald peut-il aller voir à la Roseraie 9 et au Chemin du Bon Dieu 14 pour des problèmes liés à l'électricité car Vincent n'arrive pas à les résoudre. Ronald peut-il prévenir Vincent la veille de sa venue? Si possible encore cette semaine car la dame du n° 9 a déjà appelé plusieurs fois.,45713,2,1,Ouvriers_ADV,,
T_P1056,45715,Sophie Paternoster,CPAS,Entretien général,Porte automatique CPAS - All Access va te contacter pour faire la grosse réparation (nous lui avons transmis un bon de commande),45715,1,1,Vincent,,
T_P1062,45727,Sophie Paternoster,CPAS,Entretien général,13 mars entre 8h et 12h30 - intervention de All Access pour la porte automatique (ils appellent 1/2h avant d'arriver),45728,3,1,Vincent,,
T_P1066,45729,Sophie Paternoster,CPAS,Marchandises magasin,"Mercredi 19 ou vendredi 21 (ce qui t'arrange le mieux), aller chercher des meubles à Roisin rue Joncrelle n° 15 et les déposer rue de l'Aisette n° 19 (peux-tu confirmer à Audrey quel jour t'arrange le mieux afin qu'elle prévienne le monsieur). Merci",45729,3,2,Vincent,,
T_P1067,45730,Sophie Paternoster,Roseraie,Electricité,"Roseraie 21 : nouvelle taque installée. Madame nous signale que le bouton rouge ne fonctionne pas. Aller voir ce qu'il se passe. Si la taque est dysfonctionnelle, avertir le CPAS pour qu'il demande un échange à Electro Dépôt.",45730,1,1,Ouvriers_ADV,,
T_P1076,45735,Sophie Paternoster,ILA,Entretien général,Rue Mandart : remplacement de la hotte. Aller donner l'info à Alexandre si c'est une hotte à évacuation externe ou à recyclage,45735,1,1,Vincent,,
T_P1070,45734,Sophie Paternoster,Roseraie,Entretien général,Pour Didier - 28 mars 2025 - Roseraie 19 : remise en peinture de la trappe de la salle de bain,45744,1,1,Vincent,,
T_P1069,45734,Sophie Paternoster,Roseraie,Entretien général,Pour Didier - 28 mars 2025 - Roseraie 4 - remplacement clinche + refaire joint silicone WC,45744,1,1,Vincent,,
T_P1074,45735,Sophie Paternoster,ILA,Entretien général,14/04/2025 - 8h : Rue de Pâturages - entretien de la chaudière par SBA Chauffage - être présent pour donner l'accès,45761,1,1,Vincent,,
T_P1075,45735,Sophie Paternoster,ILA,Entretien général,14 avril 2025 vers 9h : Rue Jean Menin - entretien de la chaudière par SBA chauffage - être présent pour donner l'accès,45761,1,1,Vincent,,
T_P1089,45762,Sophie Paternoster,ILA,Entretien général,"C. Dupuis 114-1 : 
- changer de place la tenture qui se situe dans la cuisine et la placer dans la chambre ;
- réparer la fuite sous l'évier ;
- changer le pommeau de douche (pas urgent)",45762,,2,Vincent,,
T_P1081,45740,Sophie Paternoster,CPAS,Entretien général,17 avril à 10h - Entretien du défibrillateur par Defibrion. Pas d'obligation d'être sur place mais prévenir l'accueil qu'ils vont venir faire l'entretien (et éventuellement montrer où il se trouve au cas où l'agent d'accueil ne le sait pas),45764,1,1,Vincent,,
T_P1093,45769,Sophie Paternoster,ILA,Entretien général,Déménager lit RDC Rue de Pâturages 34/1 pour l'installer au 34 à l'étage - confirmer à Maxime Liberda si la date convient (+ retour Sophie),45775,1,2,Vincent,,
